Cst_Cnt,Cruise_ID,Cruise,Cruz_Sta,DbSta_ID,Cast_ID,Sta_ID,Quarter,Sta_Code,Distance,Date,Year,Month,Julian_Date,Julian_Day,Time,Lat_Dec,Lat_Deg,Lat_Min,Lat_Hem,Lon_Dec,Lon_Deg,Lon_Min,Lon_Hem,Rpt_Line,St_Line,Ac_Line,Rpt_Sta,St_Station,Ac_Sta,Bottom_D,Secchi,Ship_Name,Ship_Code,Data_Type,Order_Occ,Event_Num,Orig_Sta_ID,Data_Or,Cruz_Num,IntChl,Wave_Dir,Wave_Ht,Wave_Prd,Wind_Dir,Wind_Spd,Barometer,Dry_T,Wet_T,Wea,Cloud_Typ,Cloud_Amt,Visibility
5875.0,1953-05-02-C-31YE,195305.0,19530510000900.0,10000900.0,19-5305YE-HY-133-0218-10000900,100.0 090.0,2.0,NRO,-83.37,05/13/1953,1953.0,5.0,19492.0,133.0,02:18:00,29.666666,29.0,40.0,N,-120.783333,-120.0,47.0,W,100.0,100.0,100.1,90.0,90.0,90.1,2048.0,19.0,YELLOWFIN,31YE,HY,39.0,1125.0,100 90,3101,5305,33.1,31.0,4.0,6.0,32.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5876.0,1953-05-02-C-31YE,195305.0,19530510330900.0,10330900.0,19-5305YE-HY-133-0718-10330900,103.3 090.0,2.0,NST,-83.37,05/13/1953,1953.0,5.0,19492.0,133.0,07:18:00,29.1,29.0,6.0,N,-120.425,-120.0,25.5,W,103.3,103.0,103.3,90.0,90.0,90.5,2048.0,19.0,YELLOWFIN,31YE,HY,39.0,1126.0,103 90,3101,5305,33.1,31.0,4.0,6.0,32.0,18.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5877.0,1953-05-02-C-31YE,195305.0,19530510330800.0,10330800.0,19-5305YE-HY-133-1248-10330800,103.3 080.0,2.0,NST,-83.37,05/13/1953,1953.0,5.0,19492.0,133.0,12:48:00,29.433333,29.0,26.0,N,-119.758333,-119.0,45.5,W,103.3,103.0,103.3,80.0,80.0,80.4,2048.0,19.0,YELLOWFIN,31YE,HY,39.0,1127.0,103 80,3101,5305,33.1,31.0,4.0,6.0,32.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5878.0,1953-05-02-C-31YE,195305.0,19530510330700.0,10330700.0,19-5305YE-HY-133-1906-10330700,103.3 070.0,2.0,NST,-83.37,05/13/1953,1953.0,5.0,19492.0,133.0,19:06:00,29.766666,29.0,46.0,N,-119.091666,-119.0,5.5,W,103.3,103.0,103.3,70.0,70.0,70.3,2048.0,19.0,YELLOWFIN,31YE,HY,39.0,1128.0,103 70,3101,5305,33.1,31.0,4.0,6.0,32.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5879.0,1953-05-02-C-31YE,195305.0,19530510330600.0,10330600.0,19-5305YE-HY-134-0030-10330600,103.3 060.0,2.0,NST,-83.37,05/14/1953,1953.0,5.0,19493.0,134.0,00:30:00,30.108333,30.0,6.5,N,-118.425,-118.0,25.5,W,103.3,103.0,103.3,60.0,60.0,60.2,2048.0,19.0,YELLOWFIN,31YE,HY,39.0,1129.0,103 60,3101,5305,33.1,31.0,4.0,6.0,32.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5880.0,1953-05-02-C-31YE,195305.0,19530510330500.0,10330500.0,19-5305YE-HY-134-0542-10330500,103.3 050.0,2.0,NST,-83.37,05/14/1953,1953.0,5.0,19493.0,134.0,05:42:00,30.416666,30.0,25.0,N,-117.758333,-117.0,45.5,W,103.3,103.0,103.4,50.0,50.0,50.4,860.0,19.0,YELLOWFIN,31YE,HY,39.0,1130.0,103 50,3101,5305,33.1,31.0,4.0,6.0,32.0,13.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
5881.0,1953-05-02-C-31YE,195305.0,19530510330400.0,10330400.0,19-5305YE-HY-134-1154-10330400,103.3 040.0,2.0,NST,-83.37,05/14/1953,1953.0,5.0,19493.0,134.0,11:54:00,30.758333,30.0,45.5,N,-117.083333,-117.0,5.0,W,103.3,103.0,103.4,40.0,40.0,40.2,2341.0,19.0,YELLOWFIN,31YE,HY,39.0,1131.0,103 40,3101,5305,33.1,31.0,4.0,6.0,27.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5882.0,1953-05-02-C-31YE,195305.0,19530510330350.0,10330350.0,19-5305YE-HY-134-1512-10330350,103.3 035.0,2.0,NST,-83.37,05/14/1953,1953.0,5.0,19493.0,134.0,15:12:00,30.916666,30.0,55.0,N,-116.75,-116.0,45.0,W,103.3,103.0,103.4,35.0,35.0,35.3,2048.0,19.0,YELLOWFIN,31YE,HY,39.0,1132.0,103 35,3101,5305,33.1,31.0,4.0,6.0,27.0,8.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
5883.0,1953-05-02-C-31YE,195305.0,19530510330300.0,10330300.0,19-5305YE-HY-134-1842-10330300,103.3 030.0,2.0,NST,-83.37,05/14/1953,1953.0,5.0,19493.0,134.0,18:42:00,31.083333,31.0,5.0,N,-116.416666,-116.0,25.0,W,103.3,103.0,103.4,30.0,30.0,30.3,82.0,19.0,YELLOWFIN,31YE,HY,39.0,1133.0,103 30,3101,5305,33.1,31.0,4.0,6.0,32.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5884.0,1953-05-02-C-31YE,195305.0,19530510670320.0,10670320.0,19-5305YE-HY-134-2324-10670320,106.7 032.0,2.0,IMX,-83.37,05/14/1953,1953.0,5.0,19493.0,134.0,23:24:00,30.425,30.0,25.5,N,-116.183333,-116.0,11.0,W,106.7,106.7,106.8,32.0,32.0,32.5,393.0,19.0,YELLOWFIN,31YE,HY,39.0,1134.0,107 32,3101,5305,33.1,31.0,4.0,6.0,27.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5885.0,1953-05-02-C-31YE,195305.0,19530510670350.0,10670350.0,19-5305YE-HY-135-0130-10670350,106.7 035.0,2.0,IMX,-83.37,05/15/1953,1953.0,5.0,19494.0,135.0,01:30:00,30.333333,30.0,20.0,N,-116.383333,-116.0,23.0,W,106.7,106.7,106.8,35.0,35.0,35.4,1646.0,19.0,YELLOWFIN,31YE,HY,39.0,1135.0,107 35,3101,5305,33.1,31.0,4.0,6.0,27.0,8.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
5887.0,1953-05-02-C-31YE,195305.0,19530510670500.0,10670500.0,19-5305YE-HY-135-1118-10670500,106.7 050.0,2.0,IMX,-83.37,05/15/1953,1953.0,5.0,19494.0,135.0,11:18:00,29.841666,29.0,50.5,N,-117.391666,-117.0,23.5,W,106.7,106.7,106.7,50.0,50.0,50.5,2048.0,19.0,YELLOWFIN,31YE,HY,39.0,1137.0,107 50,3101,5305,33.1,31.0,4.0,6.0,32.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5888.0,1953-05-02-C-31YE,195305.0,19530510670600.0,10670600.0,19-5305YE-HY-135-1636-10670600,106.7 060.0,2.0,IMX,-83.37,05/15/1953,1953.0,5.0,19494.0,135.0,16:36:00,29.516666,29.0,31.0,N,-118.058333,-118.0,3.5,W,106.7,106.7,106.7,60.0,60.0,60.5,2048.0,19.0,YELLOWFIN,31YE,HY,39.0,1138.0,107 60,3101,5305,33.1,31.0,4.0,6.0,32.0,18.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
5889.0,1953-05-02-C-31YE,195305.0,19530510670700.0,10670700.0,19-5305YE-HY-135-2242-10670700,106.7 070.0,2.0,NRO,-83.37,05/15/1953,1953.0,5.0,19494.0,135.0,22:42:00,29.183333,29.0,11.0,N,-118.716666,-118.0,43.0,W,106.7,106.7,106.7,70.0,70.0,70.5,2048.0,19.0,YELLOWFIN,31YE,HY,39.0,1139.0,107 70,3101,5305,33.1,31.0,4.0,6.0,28.0,18.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5892.0,1953-05-02-C-31YE,195305.0,19530511000900.0,11000900.0,19-5305YE-HY-136-1506-11000900,110.0 090.0,2.0,NRO,-83.37,05/16/1953,1953.0,5.0,19495.0,136.0,15:06:00,27.941666,27.0,56.5,N,-119.6,-119.0,36.0,W,110.0,110.0,110.1,90.0,90.0,90.0,2048.0,19.0,YELLOWFIN,31YE,HY,39.0,1142.0,110 90,3101,5305,33.1,31.0,4.0,6.0,32.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5893.0,1953-05-02-C-31YE,195305.0,19530511000800.0,11000800.0,19-5305YE-HY-136-2036-11000800,110.0 080.0,2.0,NRO,-83.37,05/16/1953,1953.0,5.0,19495.0,136.0,20:36:00,28.275,28.0,16.5,N,-118.958333,-118.0,57.5,W,110.0,110.0,110.0,80.0,80.0,80.2,2048.0,19.0,YELLOWFIN,31YE,HY,39.0,1143.0,110 80,3101,5305,33.1,31.0,4.0,6.0,32.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5894.0,1953-05-02-C-31YE,195305.0,19530511000700.0,11000700.0,19-5305YE-HY-137-0236-11000700,110.0 070.0,2.0,NRO,-83.37,05/17/1953,1953.0,5.0,19496.0,137.0,02:36:00,28.608333,28.0,36.5,N,-118.3,-118.0,18.0,W,110.0,110.0,110.1,70.0,70.0,70.1,2048.0,19.0,YELLOWFIN,31YE,HY,39.0,1144.0,110 70,3101,5305,33.1,31.0,4.0,6.0,32.0,18.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
5895.0,1953-05-02-C-31YE,195305.0,19530511000600.0,11000600.0,19-5305YE-HY-137-0942-11000600,110.0 060.0,2.0,IMX,-83.37,05/17/1953,1953.0,5.0,19496.0,137.0,09:42:00,28.933333,28.0,56.0,N,-117.65,-117.0,39.0,W,110.0,110.0,110.1,60.0,60.0,60.2,2048.0,19.0,YELLOWFIN,31YE,HY,39.0,1145.0,110 60,3101,5305,33.1,31.0,4.0,6.0,32.0,18.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5896.0,1953-05-02-C-31YE,195305.0,19530511000500.0,11000500.0,19-5305YE-HY-137-1618-11000500,110.0 050.0,2.0,IMX,-83.37,05/17/1953,1953.0,5.0,19496.0,137.0,16:18:00,29.275,29.0,16.5,N,-116.983333,-116.0,59.0,W,110.0,110.0,110.1,50.0,50.0,50.0,2048.0,19.0,YELLOWFIN,31YE,HY,39.0,1146.0,110 50,3101,5305,33.1,31.0,4.0,6.0,32.0,18.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
5897.0,1953-05-02-C-31YE,195305.0,19530511000400.0,11000400.0,19-5305YE-HY-137-2312-11000400,110.0 040.0,2.0,IMX,-83.37,05/17/1953,1953.0,5.0,19496.0,137.0,23:12:00,29.608333,29.0,36.5,N,-116.325,-116.0,19.5,W,110.0,110.0,110.1,40.0,40.0,40.1,2048.0,19.0,YELLOWFIN,31YE,HY,39.0,1147.0,110 40,3101,5305,33.1,31.0,4.0,6.0,32.0,18.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5898.0,1953-05-02-C-31YE,195305.0,19530511000350.0,11000350.0,19-5305YE-HY-138-0224-11000350,110.0 035.0,2.0,IMX,-83.37,05/18/1953,1953.0,5.0,19497.0,138.0,02:24:00,29.766666,29.0,46.0,N,-116.0,-116.0,0.0,W,110.0,110.0,110.1,35.0,35.0,35.2,1463.0,19.0,YELLOWFIN,31YE,HY,39.0,1148.0,110 35,3101,5305,33.1,31.0,4.0,6.0,32.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5900.0,1953-06-10-C-31CR,195306.0,19530607330500.0,7330500.0,19-5306CR-HY-161-0342-07330500,073.3 050.0,2.0,OCO,-83.37,06/10/1953,1953.0,6.0,19520.0,161.0,03:42:00,35.6,35.0,36.0,N,-121.266666,-121.0,16.0,W,73.3,73.0,73.5,50.0,50.0,50.4,106.0,19.0,CREST,31CR,HY,39.0,1151.0,073 50,3101,5306,33.1,31.0,4.0,6.0,30.0,8.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
5901.0,1953-06-10-C-31CR,195306.0,19530607330600.0,7330600.0,19-5306CR-HY-161-0918-07330600,073.3 060.0,2.0,OCO,-42.47,06/10/1953,1953.0,6.0,19520.0,161.0,09:18:00,35.3,35.0,18.0,N,-121.975,-121.0,58.5,W,73.3,73.0,73.3,60.0,60.0,60.2,2377.0,19.0,CREST,31CR,HY,39.0,1152.0,073 60,3101,5306,33.1,31.0,4.0,6.0,28.0,5.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
5902.0,1953-06-10-C-31CR,195306.0,19530607670650.0,7670650.0,19-5306CR-HY-161-1430-07670650,076.7 065.0,2.0,ST,-72.35,06/10/1953,1953.0,6.0,19520.0,161.0,14:30:00,34.5,34.0,30.0,N,-121.908333,-121.0,54.5,W,76.7,76.7,76.9,65.0,65.0,65.5,3968.0,19.0,CREST,31CR,HY,39.0,1153.0,077 65,3101,5306,33.1,31.0,4.0,6.0,23.0,2.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5903.0,1953-06-10-C-31CR,195306.0,19530607670550.0,7670550.0,19-5306CR-HY-161-2000-07670550,076.7 055.0,2.0,ST,-29.51,06/10/1953,1953.0,6.0,19520.0,161.0,20:00:00,34.916666,34.0,55.0,N,-121.2,-121.0,12.0,W,76.7,76.7,76.6,55.0,55.0,54.8,585.0,19.0,CREST,31CR,HY,39.0,1154.0,077 55,3101,5306,33.1,31.0,4.0,6.0,24.0,2.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5904.0,1953-06-10-C-31CR,195306.0,19530607670575.0,7670575.0,19-5306CR-HY-161-2236-07670575,076.7 057.5,2.0,NST,-83.37,06/10/1953,1953.0,6.0,19520.0,161.0,22:36:00,34.075,34.0,4.5,N,-120.866666,-120.0,52.0,W,76.7,76.7,80.9,57.5,57.5,57.5,128.0,19.0,CREST,31CR,HY,39.0,1155.0,077 50,3101,5306,33.1,31.0,4.0,6.0,28.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5905.0,1953-06-10-C-31CR,195306.0,19530608000510.0,8000510.0,19-5306CR-HY-162-0300-08000510,080.0 051.0,2.0,ST,-3.59,06/11/1953,1953.0,6.0,19521.0,162.0,03:00:00,34.441666,34.0,26.5,N,-120.541666,-120.0,32.5,W,80.0,80.0,80.0,51.0,51.0,51.3,91.0,19.0,CREST,31CR,HY,39.0,1156.0,080 51,3101,5306,33.1,31.0,4.0,6.0,30.0,8.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5906.0,1953-06-10-C-31CR,195306.0,19530608000550.0,8000550.0,19-5306CR-HY-162-0506-08000550,080.0 055.0,2.0,ST,-18.14,06/11/1953,1953.0,6.0,19521.0,162.0,05:06:00,34.325,34.0,19.5,N,-120.8,-120.0,48.0,W,80.0,80.0,80.0,55.0,55.0,54.9,750.0,19.0,CREST,31CR,HY,39.0,1157.0,080 55,3101,5306,33.1,31.0,4.0,6.0,33.0,8.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
5907.0,1953-06-10-C-31CR,195306.0,19530608000600.0,8000600.0,19-5306CR-HY-162-0830-08000600,080.0 060.0,2.0,ST,-38.41,06/11/1953,1953.0,6.0,19521.0,162.0,08:30:00,34.15,34.0,9.0,N,-121.15,-121.0,9.0,W,80.0,80.0,80.0,60.0,60.0,60.0,2195.0,19.0,CREST,31CR,HY,39.0,1158.0,080 60,3101,5306,33.1,31.0,4.0,6.0,32.0,5.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
5908.0,1953-06-10-C-31CR,195306.0,19530608000700.0,8000700.0,19-5306CR-HY-162-1354-08000700,080.0 070.0,2.0,ST,-77.6,06/11/1953,1953.0,6.0,19521.0,162.0,13:54:00,33.825,33.0,49.5,N,-121.833333,-121.0,50.0,W,80.0,80.0,80.0,70.0,70.0,69.8,3475.0,19.0,CREST,31CR,HY,39.0,1159.0,080 70,3101,5306,33.1,31.0,4.0,6.0,33.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5909.0,1953-06-10-C-31CR,195306.0,19530608000800.0,8000800.0,19-5306CR-HY-162-1830-08000800,080.0 080.0,2.0,ST,-116.7,06/11/1953,1953.0,6.0,19521.0,162.0,18:30:00,33.483333,33.0,29.0,N,-122.5,-122.0,30.0,W,80.0,80.0,80.1,80.0,80.0,79.6,4023.0,19.0,CREST,31CR,HY,39.0,1160.0,080 80,3101,5306,33.1,31.0,4.0,6.0,32.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5910.0,1953-06-10-C-31CR,195306.0,19530608000900.0,8000900.0,19-5306CR-HY-162-2318-08000900,080.0 090.0,2.0,ST,-157.81,06/11/1953,1953.0,6.0,19521.0,162.0,23:18:00,33.15,33.0,9.0,N,-123.216666,-123.0,13.0,W,80.0,80.0,80.0,90.0,90.0,90.0,4023.0,19.0,CREST,31CR,HY,39.0,1161.0,080 90,3101,5306,33.1,31.0,4.0,6.0,30.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5912.0,1953-06-10-C-31CR,195306.0,19530607001000.0,7001000.0,19-5306CR-HY-163-1800-07001000,070.0 100.0,2.0,OCO,-196.78,06/12/1953,1953.0,6.0,19522.0,163.0,18:00:00,34.525,34.0,31.5,N,-125.183333,-125.0,11.0,W,70.0,70.0,70.1,100.0,100.0,100.2,2048.0,19.0,CREST,31CR,HY,39.0,1163.0,070 100,3101,5306,33.1,31.0,4.0,6.0,33.0,8.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5913.0,1953-06-10-C-31CR,195306.0,19530607000900.0,7000900.0,19-5306CR-HY-163-2254-07000900,070.0 090.0,2.0,OCO,-156.8,06/12/1953,1953.0,6.0,19522.0,163.0,22:54:00,34.883333,34.0,53.0,N,-124.5,-124.0,30.0,W,70.0,70.0,70.0,90.0,90.0,90.2,4206.0,19.0,CREST,31CR,HY,39.0,1164.0,070 90,3101,5306,33.1,31.0,4.0,6.0,32.0,8.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5914.0,1953-06-10-C-31CR,195306.0,19530607000800.0,7000800.0,19-5306CR-HY-164-0348-07000800,070.0 080.0,2.0,OCO,-116.45,06/13/1953,1953.0,6.0,19523.0,164.0,03:48:00,35.283333,35.0,17.0,N,-123.833333,-123.0,50.0,W,70.0,70.0,69.6,80.0,80.0,80.1,2048.0,19.0,CREST,31CR,HY,39.0,1165.0,070 80,3101,5306,33.1,31.0,4.0,6.0,33.0,13.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
5915.0,1953-06-10-C-31CR,195306.0,19530607000700.0,7000700.0,19-5306CR-HY-164-0848-07000700,070.0 070.0,2.0,OCO,-77.18,06/13/1953,1953.0,6.0,19523.0,164.0,08:48:00,35.533333,35.0,32.0,N,-123.083333,-123.0,5.0,W,70.0,70.0,70.0,70.0,70.0,70.2,3658.0,19.0,CREST,31CR,HY,39.0,1166.0,070 70,3101,5306,33.1,31.0,4.0,6.0,34.0,18.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
5916.0,1953-06-10-C-31CR,195306.0,19530607000600.0,7000600.0,19-5306CR-HY-164-1448-07000600,070.0 060.0,2.0,OCO,-39.08,06/13/1953,1953.0,6.0,19523.0,164.0,14:48:00,35.833333,35.0,50.0,N,-122.391666,-122.0,23.5,W,70.0,70.0,70.2,60.0,60.0,60.6,3235.0,19.0,CREST,31CR,HY,39.0,1167.0,070 60,3101,5306,33.1,31.0,4.0,6.0,32.0,18.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
5920.0,1953-06-10-C-31CR,195306.0,19530606670550.0,6670550.0,19-5306CR-HY-165-0448-06670550,066.7 055.0,2.0,MBR,-83.37,06/14/1953,1953.0,6.0,19524.0,165.0,04:48:00,36.641666,36.0,38.5,N,-122.45,-122.0,27.0,W,66.7,66.7,66.5,55.0,55.0,55.2,2012.0,19.0,CREST,31CR,HY,39.0,1171.0,067 55,3101,5306,33.1,31.0,4.0,6.0,33.0,18.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5921.0,1953-06-10-C-31CR,195306.0,19530606670650.0,6670650.0,19-5306CR-HY-165-0930-06670650,066.7 065.0,2.0,MBR,-83.37,06/14/1953,1953.0,6.0,19524.0,165.0,09:30:00,36.316666,36.0,19.0,N,-123.15,-123.0,9.0,W,66.7,66.7,66.5,65.0,65.0,65.0,3237.0,19.0,CREST,31CR,HY,39.0,1172.0,067 65,3101,5306,33.1,31.0,4.0,6.0,32.0,13.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
5922.0,1953-06-10-C-31CR,195306.0,19530606330650.0,6330650.0,19-5306CR-HY-165-1354-06330650,063.3 065.0,2.0,NRO,-61.01,06/14/1953,1953.0,6.0,19524.0,165.0,13:54:00,36.883333,36.0,53.0,N,-123.525,-123.0,31.5,W,63.3,63.0,63.3,65.0,65.0,64.6,3640.0,19.0,CREST,31CR,HY,39.0,1173.0,063 65,3101,5306,33.1,31.0,4.0,6.0,32.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5923.0,1953-06-10-C-31CR,195306.0,19530606330550.0,6330550.0,19-5306CR-HY-165-1842-06330550,063.3 055.0,2.0,OCO,-21.49,06/14/1953,1953.0,6.0,19524.0,165.0,18:42:00,37.2,37.0,12.0,N,-122.8,-122.0,48.0,W,63.3,63.0,63.4,55.0,55.0,54.7,256.0,19.0,CREST,31CR,HY,39.0,1174.0,063 55,3101,5306,33.1,31.0,4.0,6.0,31.0,13.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
5924.0,1953-06-10-C-31CR,195306.0,19530606330520.0,6330520.0,19-5306CR-HY-165-2018-06330520,063.3 052.0,2.0,OCO,-10.02,06/14/1953,1953.0,6.0,19524.0,165.0,20:18:00,37.316666,37.0,19.0,N,-122.608333,-122.0,36.5,W,63.3,63.0,63.3,52.0,52.0,51.8,88.0,19.0,CREST,31CR,HY,39.0,1175.0,063 52,3101,5306,33.1,31.0,4.0,6.0,31.0,8.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5926.0,1953-06-10-C-31CR,195306.0,19530606000600.0,6000600.0,19-5306CR-HY-168-2030-06000600,060.0 060.0,2.0,OCO,-44.06,06/17/1953,1953.0,6.0,19527.0,168.0,20:30:00,37.616666,37.0,37.0,N,-123.616666,-123.0,37.0,W,60.0,60.0,60.0,60.0,60.0,60.1,3237.0,19.0,CREST,31CR,HY,39.0,1177.0,060 60,3101,5306,33.1,31.0,4.0,6.0,33.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5927.0,1953-06-10-C-31HO,195306.0,19530613670230.0,13670230.0,19-5306HO-HY-156-0300-13670230,136.7 023.0,2.0,IMX,-83.37,06/05/1953,1953.0,6.0,19515.0,156.0,03:00:00,25.558333,25.0,33.5,N,-112.258333,-112.0,15.5,W,136.7,136.7,136.9,23.0,23.0,22.2,71.0,19.0,HORIZON,31HO,HY,39.0,1178.0,137 23,3101,5306,33.1,31.0,4.0,6.0,32.0,8.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5928.0,1953-06-10-C-31HO,195306.0,19530613670300.0,13670300.0,19-5306HO-HY-156-0642-13670300,136.7 030.0,2.0,IMX,-83.37,06/05/1953,1953.0,6.0,19515.0,156.0,06:42:00,25.325,25.0,19.5,N,-112.75,-112.0,45.0,W,136.7,136.7,136.8,30.0,30.0,29.7,327.0,19.0,HORIZON,31HO,HY,39.0,1179.0,137 30,3101,5306,33.1,31.0,4.0,6.0,27.0,13.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
5929.0,1953-06-10-C-31HO,195306.0,19530613670400.0,13670400.0,19-5306HO-HY-156-1236-13670400,136.7 040.0,2.0,IMX,-83.37,06/05/1953,1953.0,6.0,19515.0,156.0,12:36:00,25.008333,25.0,0.5,N,-113.35,-113.0,21.0,W,136.7,136.7,136.8,40.0,40.0,39.2,3292.0,19.0,HORIZON,31HO,HY,39.0,1180.0,137 40,3101,5306,33.1,31.0,4.0,6.0,30.0,13.0,1016.2,16.1,14.3,2.0,6.0,6.0,7.0
5930.0,1953-06-10-C-31HO,195306.0,19530613670500.0,13670500.0,19-5306HO-HY-156-1842-13670500,136.7 050.0,2.0,IMX,-83.37,06/05/1953,1953.0,6.0,19515.0,156.0,18:42:00,24.616666,24.0,37.0,N,-114.116666,-114.0,7.0,W,136.7,136.7,136.7,50.0,50.0,51.2,3977.0,19.0,HORIZON,31HO,HY,39.0,1181.0,137 50,3101,5306,33.1,31.0,4.0,6.0,27.0,18.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5931.0,1953-06-10-C-31HO,195306.0,19530613330500.0,13330500.0,19-5306HO-HY-156-2354-13330500,133.3 050.0,2.0,NST,-83.37,06/05/1953,1953.0,6.0,19515.0,156.0,23:54:00,25.258333,25.0,15.5,N,-114.441666,-114.0,26.5,W,133.3,133.0,133.2,50.0,50.0,50.3,3475.0,19.0,HORIZON,31HO,HY,39.0,1182.0,133 50,3101,5306,33.1,31.0,4.0,6.0,31.0,18.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5932.0,1953-06-10-C-31HO,195306.0,19530613330400.0,13330400.0,19-5306HO-HY-157-0648-13330400,133.3 040.0,2.0,NST,-83.37,06/06/1953,1953.0,6.0,19516.0,157.0,06:48:00,25.575,25.0,34.5,N,-113.758333,-113.0,45.5,W,133.3,133.0,133.4,40.0,40.0,39.9,2926.0,19.0,HORIZON,31HO,HY,39.0,1183.0,133 40,3101,5306,33.1,31.0,4.0,6.0,32.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5933.0,1953-06-10-C-31HO,195306.0,19530613330300.0,13330300.0,19-5306HO-HY-157-1224-13330300,133.3 030.0,2.0,NST,-83.37,06/06/1953,1953.0,6.0,19516.0,157.0,12:24:00,25.883333,25.0,53.0,N,-113.166666,-113.0,10.0,W,133.3,133.0,133.4,30.0,30.0,30.6,165.0,19.0,HORIZON,31HO,HY,39.0,1184.0,133 30,3101,5306,33.1,31.0,4.0,6.0,32.0,5.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
5934.0,1953-06-10-C-31HO,195306.0,19530613330250.0,13330250.0,19-5306HO-HY-157-1512-13330250,133.3 025.0,2.0,NST,-83.37,06/06/1953,1953.0,6.0,19516.0,157.0,15:12:00,26.083333,26.0,5.0,N,-112.775,-112.0,46.5,W,133.3,133.0,133.4,25.0,25.0,24.5,82.0,19.0,HORIZON,31HO,HY,39.0,1185.0,133 25,3101,5306,33.1,31.0,4.0,6.0,32.0,5.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5935.0,1953-06-10-C-31HO,195306.0,19530613000300.0,13000300.0,19-5306HO-HY-157-2054-13000300,130.0 030.0,2.0,IMX,-83.37,06/06/1953,1953.0,6.0,19516.0,157.0,20:54:00,26.525,26.0,31.5,N,-113.55,-113.0,33.0,W,130.0,130.0,129.7,30.0,30.0,30.4,174.0,19.0,HORIZON,31HO,HY,39.0,1186.0,130 30,3101,5306,33.1,31.0,4.0,6.0,31.0,13.0,1016.2,16.1,14.3,1.0,6.0,6.0,7.0
5936.0,1953-06-10-C-31HO,195306.0,19530613000350.0,13000350.0,19-5306HO-HY-157-2230-13000350,130.0 035.0,2.0,IMX,-83.37,06/06/1953,1953.0,6.0,19516.0,157.0,22:30:00,26.325,26.0,19.5,N,-113.791666,-113.0,47.5,W,130.0,130.0,130.0,35.0,35.0,34.8,457.0,19.0,HORIZON,31HO,HY,39.0,1187.0,130 35,3101,5306,33.1,31.0,4.0,6.0,30.0,8.0,1016.2,16.1,14.3,0.0,6.0,6.0,7.0
